Creature name,Avatar,TileX,TileZ,Biome,Food per Turn,Max Hunger,Water per Turn,Max Thirst,Reproduction Interval,Age,Lifespan,Courage,Intimidation,Perception,Reproduction,Size,Speed,Stealth,Territory,algae,fruit,grass,leaves,meat,nectar,pollen,sap,seeds,wood
Gleebytite,American_Badger,57,28,Tropical Rainforest,4.091074,531.705,8.182148,531.705,142.115,926,1122.224,234.6074,53.79465,87.23653,126.6369,88.61749,22.11264,9.623744,30.08862,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Flearpytite,American_Badger,21,15,Tropical Rainforest,8.051376,541.1288,16.10275,541.1288,152.6344,918,1017.361,151.8549,15.07121,124.0087,150.0297,90.18814,24.81181,6.983363,76.05858,-0.09999999,0.4,0.5,-0.09999999,1.490116E-08,0.1,1.490116E-08,0,0.2,-0.09999999
Toopoumite,American_Badger,59,27,Tropical Rainforest,3.229983,606.1437,6.459965,606.1437,162.0111,906,1279.336,234.6074,61.3259,32.85816,126.6369,101.0239,22.11264,9.623744,30.08862,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Tryglodact,American_Badger,60,30,Tropical Rainforest,5.863815,531.705,11.72763,531.705,142.115,903,1122.224,234.6074,53.79465,87.23653,126.6369,88.61749,30.51545,9.623744,24.49815,-0.09999999,0.3,-0.09999999,0.1,0.4,0,0.2,0.2,1.490116E-08,-0.09999999
Clerkydile,American_Badger,46,33,Tropical Savanna,7.0287,756.9768,14.0574,756.9768,118.0042,864,1220.153,165.7766,19.24169,51.27073,96.71259,126.1628,30.34804,4.080152,46.22264,-0.09999999,0.2,0.3,1.490116E-08,0.3,0,-0.09999999,0.2,0.1,1.490116E-08
Claergicite,American_Badger,61,30,Tropical Rainforest,4.912289,531.705,9.824578,531.705,142.115,864,1122.224,234.6074,77.46429,125.6206,126.6369,88.61749,22.11264,9.623744,43.32761,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Choussaemug,American_Badger,20,14,Temperate Rainforest,8.689595,415.001,17.37919,415.001,108.116,852,864.7568,121.4839,11.46664,124.0087,125.0248,69.16684,30.62274,6.983363,95.49068,-0.09999999,0.4,0.7,0.1,-0.09999999,0,0.1,0,-0.09999999,-0.09999999
Spardeecite,American_Badger,5,21,Tropical Rainforest,8.919577,636.2041,17.83915,636.2041,94.85644,849,1002.896,326.6187,241.6236,26.19843,94.5825,106.034,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Clerkydile,American_Badger,44,31,Tropical Savanna,7.0287,756.9768,14.0574,756.9768,118.0042,830,1220.153,165.7766,19.24169,51.27073,96.71259,126.1628,30.34804,4.080152,46.22264,-0.09999999,0.2,0.3,1.490116E-08,0.3,0,-0.09999999,0.2,0.1,1.490116E-08
Cirkomug,American_Badger,61,20,Tropical Rainforest,8.662255,444.1857,17.32451,444.1857,94.60579,824,836.8845,310.5497,51.33065,119.6475,113.0452,74.03094,29.27048,8.219996,34.86424,0,0.2,0,0.3,-0.09999999,0,0.2,0.1,0.1,0.1
Spardeecite,American_Badger,5,25,Tropical Rainforest,8.919577,636.2041,17.83915,636.2041,94.85644,816,1002.896,326.6187,241.6236,26.19843,94.5825,106.034,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Wastaedile,Sumatran_Orangutan,60,32,Tropical Rainforest,4.557673,531.705,9.115347,531.705,335.9465,811,1725.42,234.6074,53.79465,109.0457,194.7042,88.61749,22.11264,9.623744,30.08862,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Moodetite,American_Badger,3,34,Tropical Rainforest,9.382695,744.1467,18.76539,744.1467,112.8073,805,1182.83,529.779,306.862,28.47656,95.37069,124.0244,43.77493,19.03739,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Treessidite,American_Badger,19,8,Temperate Grassland,5.900661,406.8638,11.80132,406.8638,105.9961,795,847.8008,121.4839,11.2418,105.4074,125.0248,67.81063,21.09004,6.983363,78.91792,0.1,0.6,0.4,1.490116E-08,-0.09999999,0,0.1,0,-0.09999999,-0.09999999
Spardeecite,American_Badger,4,22,Tropical Rainforest,8.919577,636.2041,17.83915,636.2041,94.85644,793,1002.896,326.6187,241.6236,26.19843,94.5825,106.034,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Flerdoocite,American_Badger,29,18,Tropical Rainforest,7.223354,406.8638,14.44671,406.8638,105.9961,791,847.8008,121.4839,11.2418,124.0087,125.0248,67.81063,24.81181,6.983363,78.91792,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Chyrpoumite,American_Badger,67,30,Tropical Rainforest,7.644747,661.0714,15.28949,661.0714,55.51201,779,778.1823,144.6799,47.39025,137.5774,71.33548,110.1786,27.68472,8.117776,34.2626,0.1,0.1,0.3,0.2,0.4,0,-0.09999999,0,0,-0.09999999
Sortomite,American_Badger,62,31,Tropical Rainforest,3.005432,531.705,6.010864,531.705,142.115,763,1122.224,234.6074,34.42857,87.23653,126.6369,88.61749,14.15209,9.623744,19.25672,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Blaspoomite,American_Badger,60,29,Tropical Rainforest,3.084967,531.705,6.169934,531.705,116.5343,762,1122.224,187.6859,53.79465,69.78922,103.8422,88.61749,17.69011,7.89147,24.67267,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Cirfadact,American_Badger,35,22,Tropical Rainforest,4.840088,509.4037,9.680177,509.4037,69.6859,758,769.1799,99.2325,11.61633,62.50861,90.59766,84.90063,24.9179,4.080152,68.12019,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Morvicite,American_Badger,50,20,Tropical Savanna,2.752043,509.4037,5.504086,509.4037,69.6859,753,769.1799,72.43973,8.596088,62.50861,90.59766,84.90063,18.43925,2.978511,68.12019,-0.09999999,0.2,0.2,-0.09999999,0.6,0,0.3,0,-0.09999999,-0.09999999
Cupoudact,American_Badger,22,17,Tropical Rainforest,5.70977,406.8638,11.41954,406.8638,105.9961,742,847.8008,121.4839,12.92807,124.0087,125.0248,67.81063,20.59381,6.983363,65.50187,-0.09999999,0.4,0.7,1.490116E-08,1.490116E-08,0,-0.09999999,0.2,-0.09999999,-0.09999999
Chougamite,American_Badger,44,23,Tropical Savanna,5.304716,575.6262,10.60943,575.6262,78.74506,741,869.1732,112.1327,11.61633,62.50861,90.59766,95.93771,24.9179,4.080152,76.97581,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Treppecite,American_Badger,23,17,Tropical Rainforest,8.064312,406.8638,16.12862,406.8638,105.9961,735,847.8008,121.4839,12.92807,124.0087,125.0248,67.81063,28.53358,6.983363,78.91792,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Morvicite,American_Badger,45,25,Tropical Savanna,2.752043,509.4037,5.504086,509.4037,69.6859,734,769.1799,72.43973,8.596088,62.50861,90.59766,84.90063,18.43925,2.978511,68.12019,-0.09999999,0.2,0.2,-0.09999999,0.6,0,0.3,0,-0.09999999,-0.09999999
Shirfemug,Koala,68,30,Tropical Rainforest,7.735629,654.5262,15.47126,654.5262,55.51201,733,778.1823,143.2474,47.93525,163.7171,71.33548,109.0877,27.68472,9.660153,34.2626,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Trotedite,American_Badger,3,34,Tropical Rainforest,9.414762,747.5397,18.82952,747.5397,77.4002,727,982.0024,417.1488,241.6236,28.47656,78.81875,124.59,43.77493,19.12419,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Thoortoodact,American_Badger,34,26,Tropical Savanna,8.334613,686.7782,16.66923,686.7782,170.7686,707,1398.095,112.1327,11.61633,62.50861,122.1438,114.463,33.59431,4.080152,76.97581,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Soppoodite,American_Badger,58,29,Tropical Rainforest,4.383294,531.705,8.766587,531.705,294.6897,706,1616.003,234.6074,53.79465,87.23653,182.3571,88.61749,22.11264,9.623744,43.32761,-0.09999999,0.3,1.490116E-08,0.2,0.4,0,0.1,0.2,-0.09999999,-0.09999999
Woowemite,American_Badger,3,32,Tropical Rainforest,8.132771,614.9972,16.26554,614.9972,63.67676,701,807.8885,295.8503,241.6236,28.47656,78.81875,102.4995,43.77493,15.73338,81.56224,0.1,-0.09999999,-0.09999999,0.4,0.4,0.2,-0.09999999,0,1.490116E-08,0.1
Cirfadact,American_Badger,34,23,Tropical Rainforest,4.840088,509.4037,9.680177,509.4037,69.6859,701,769.1799,99.2325,11.61633,62.50861,90.59766,84.90063,24.9179,4.080152,68.12019,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Curtaecite,American_Badger,29,12,Temperate Grassland,7.441768,415.001,14.88354,415.001,221.0864,699,1236.602,121.4839,11.46664,124.0087,178.7854,69.16684,25.30805,9.986209,78.91792,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Speepimite,American_Badger,71,28,Tropical Rainforest,6.285174,654.5262,12.57035,654.5262,55.51201,693,778.1823,85.94845,30.32976,107.3104,71.33548,109.0877,23.03369,10.55311,20.55756,0.1,1.490116E-08,0.1,0.4,0.3,0.1,-0.09999999,0,0.1,-0.09999999
Clerkydile,American_Badger,38,31,Tropical Savanna,7.0287,756.9768,14.0574,756.9768,118.0042,691,1220.153,165.7766,19.24169,51.27073,96.71259,126.1628,30.34804,4.080152,46.22264,-0.09999999,0.2,0.3,1.490116E-08,0.3,0,-0.09999999,0.2,0.1,1.490116E-08
Saespimite,American_Badger,66,27,Tropical Rainforest,7.082049,654.5262,14.1641,654.5262,55.51201,682,778.1823,143.2474,47.39025,137.5774,71.33548,109.0877,27.68472,8.117776,34.2626,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Blaeggusaur,American_Badger,8,23,Tropical Rainforest,7.27604,530.17,14.55208,530.17,54.89376,679,696.4556,295.8503,241.6236,28.47656,78.81875,88.36167,43.77493,13.56326,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Cirfadact,American_Badger,32,27,Tropical Savanna,4.840088,509.4037,9.680177,509.4037,69.6859,676,769.1799,99.2325,11.61633,62.50861,90.59766,84.90063,24.9179,4.080152,68.12019,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Peedoomite,American_Badger,24,24,Tropical Rainforest,7.459634,742.238,14.91927,742.238,62.24952,669,626.8101,343.3441,251.2885,33.11228,99.31162,123.7063,38.44558,7.610071,51.49352,-0.09999999,-0.09999999,-0.09999999,0.4,0.5,0.3,-0.09999999,0.2,-0.09999999,1.490116E-08
Spardeecite,American_Badger,9,21,Tropical Rainforest,8.919577,636.2041,17.83915,636.2041,94.85644,650,1002.896,326.6187,241.6236,26.19843,94.5825,106.034,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Coustydite,American_Badger,57,29,Tropical Rainforest,4.091074,531.705,8.182148,531.705,142.115,648,1122.224,234.6074,67.24331,87.23653,126.6369,88.61749,22.11264,9.623744,37.61077,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Spardeecite,American_Badger,5,28,Tropical Rainforest,8.919577,636.2041,17.83915,636.2041,94.85644,648,1002.896,326.6187,241.6236,26.19843,94.5825,106.034,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Flortotite,American_Badger,0,28,Tropical Rainforest,5.334824,530.17,10.66965,530.17,54.89376,645,696.4556,378.6883,241.6236,28.47656,78.81875,88.36167,34.73978,13.56326,50.56859,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Cirfadact,American_Badger,33,18,Tropical Rainforest,4.840088,509.4037,9.680177,509.4037,69.6859,643,769.1799,99.2325,11.61633,62.50861,90.59766,84.90063,24.9179,4.080152,68.12019,0.2,0.3,0.4,1.490116E-08,0.2,0,-0.09999999,0.1,-0.09999999,-0.09999999
Caerkeecite,American_Badger,58,31,Tropical Rainforest,4.091074,531.705,8.182148,531.705,218.516,641,1391.558,290.9132,53.79465,87.23653,157.0297,88.61749,22.11264,7.04073,30.08862,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Speglamite,American_Badger,9,40,Temperate Rainforest,5.027538,747.5397,10.05508,747.5397,138.9798,638,1315.883,258.6323,241.6236,28.47656,105.6171,124.59,27.14045,25.62642,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Turkotite,American_Badger,41,31,Tropical Savanna,6.566809,756.9768,13.13362,756.9768,118.0042,638,1220.153,165.7766,13.85402,36.91493,96.71259,126.1628,30.34804,4.080152,46.22264,-0.09999999,0.2,0.3,1.490116E-08,0.3,0,-0.09999999,0.2,0.1,1.490116E-08
Chaexadact,European_Badger,63,22,Tropical Rainforest,7.79603,444.1857,15.59206,444.1857,57.74279,634,653.816,310.5497,51.33065,119.6475,88.31658,74.03094,29.27048,6.980296,34.86424,0.1,0.2,0.2,0.3,1.490116E-08,0,1.490116E-08,0.2,0,-0.09999999
Morvicite,American_Badger,45,24,Tropical Savanna,2.752043,509.4037,5.504086,509.4037,69.6859,634,769.1799,72.43973,8.596088,62.50861,90.59766,84.90063,18.43925,2.978511,68.12019,-0.09999999,0.2,0.2,-0.09999999,0.6,0,0.3,0,-0.09999999,-0.09999999
Glekacite,American_Badger,11,20,Tropical Rainforest,3.885448,530.17,7.770895,530.17,54.89376,634,696.4556,295.8503,241.6236,28.47656,78.81875,88.36167,27.14045,13.56326,50.56859,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Treessidite,American_Badger,26,12,Desert,5.900661,406.8638,11.80132,406.8638,105.9961,632,847.8008,121.4839,11.2418,105.4074,125.0248,67.81063,21.09004,6.983363,78.91792,0.1,0.6,0.4,1.490116E-08,-0.09999999,0,0.1,0,-0.09999999,-0.09999999
Ceaweadile,American_Badger,57,27,Tropical Rainforest,2.754079,313.7059,5.508157,313.7059,83.84782,631,662.1122,234.6074,53.79465,87.23653,126.6369,52.28432,22.11264,5.678009,17.75229,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Spardeecite,American_Badger,3,22,Tropical Rainforest,8.919577,636.2041,17.83915,636.2041,94.85644,619,1002.896,326.6187,241.6236,26.19843,94.5825,106.034,43.77493,13.56326,81.56224,0.1,-0.09999999,-0.09999999,0.6,0.3,0.1,-0.09999999,0,0.2,-0.09999999
Clazeemug,American_Badger,23,16,Tropical Rainforest,6.501019,406.8638,13.00204,406.8638,152.6344,619,1017.361,151.8549,11.33174,124.0087,150.0297,67.81063,24.81181,6.983363,57.1869,-0.09999999,0.4,0.5,-0.09999999,1.490116E-08,0.1,1.490116E-08,0,0.2,-0.09999999
Saespimite,American_Badger,67,29,Tropical Rainforest,7.082049,654.5262,14.1641,654.5262,55.51201,618,778.1823,143.2474,47.39025,137.5774,71.33548,109.0877,27.68472,8.117776,34.2626,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Coustydite,American_Badger,57,27,Tropical Rainforest,4.091074,531.705,8.182148,531.705,142.115,618,1122.224,234.6074,67.24331,87.23653,126.6369,88.61749,22.11264,9.623744,37.61077,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Theatymite,American_Badger,48,23,Tropical Savanna,4.840088,509.4037,9.680177,509.4037,69.6859,616,769.1799,72.43973,11.61633,62.50861,90.59766,84.90063,24.9179,2.978511,68.12019,1.490116E-08,0.3,0.3,-0.09999999,0.2,0,0.2,0.1,1.490116E-08,-0.09999999
Glekacite,American_Badger,3,22,Tropical Rainforest,3.885448,530.17,7.770895,530.17,54.89376,616,696.4556,295.8503,241.6236,28.47656,78.81875,88.36167,27.14045,13.56326,50.56859,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Speepimite,American_Badger,74,33,Tropical Rainforest,6.285174,654.5262,12.57035,654.5262,55.51201,614,778.1823,85.94845,30.32976,107.3104,71.33548,109.0877,23.03369,10.55311,20.55756,0.1,1.490116E-08,0.1,0.4,0.3,0.1,-0.09999999,0,0.1,-0.09999999
Toopoumite,American_Badger,58,31,Tropical Rainforest,3.229983,606.1437,6.459965,606.1437,162.0111,612,1279.336,234.6074,61.3259,32.85816,126.6369,101.0239,22.11264,9.623744,30.08862,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Clerkydile,American_Badger,46,31,Tropical Savanna,7.0287,756.9768,14.0574,756.9768,118.0042,611,1220.153,165.7766,19.24169,51.27073,96.71259,126.1628,30.34804,4.080152,46.22264,-0.09999999,0.2,0.3,1.490116E-08,0.3,0,-0.09999999,0.2,0.1,1.490116E-08
Saespimite,American_Badger,67,28,Tropical Rainforest,7.082049,654.5262,14.1641,654.5262,55.51201,609,778.1823,143.2474,47.39025,137.5774,71.33548,109.0877,27.68472,8.117776,34.2626,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Seglomite,American_Badger,42,30,Tropical Savanna,8.111008,756.9768,16.22202,756.9768,118.0042,607,1220.153,251.019,19.24169,51.27073,96.71259,126.1628,34.29328,4.610571,46.22264,-0.09999999,0.2,0.3,1.490116E-08,0.3,0,-0.09999999,0.2,0.1,1.490116E-08
Cheerketite,European_Badger,31,13,Temperate Deciduous Forest,6.460224,488.2365,12.92045,488.2365,66.79025,605,737.2181,121.4839,11.2418,133.9294,90.59766,81.37276,24.81181,10.25716,57.1869,-0.09999999,0.3,0.7,-0.09999999,0.2,0,-0.09999999,0,1.490116E-08,1.490116E-08
Choussaemug,American_Badger,17,13,Temperate Rainforest,8.689595,415.001,17.37919,415.001,108.116,603,864.7568,121.4839,11.46664,124.0087,125.0248,69.16684,30.62274,6.983363,95.49068,-0.09999999,0.4,0.7,0.1,-0.09999999,0,0.1,0,-0.09999999,-0.09999999
Sperdeedite,American_Badger,30,18,Tropical Rainforest,4.03048,406.8638,8.06096,406.8638,55.65854,601,614.3484,121.4839,11.2418,51.37383,90.59766,67.81063,19.60133,5.307356,45.17765,-0.09999999,0.6,0.6,-0.09999999,-0.09999999,0.1,1.490116E-08,0.1,-0.09999999,-0.09999999
Trasteadite,Honey_Badger,71,19,Tropical Rainforest,4.678319,408.6508,9.356637,408.6508,53.12337,599,601.5107,338.4992,30.28508,159.1072,88.31658,68.10847,17.26958,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Spotysaur,American_Badger,11,19,Tropical Rainforest,6.980176,530.17,13.96035,530.17,51.64954,592,675.562,295.8503,241.6236,28.47656,76.45419,88.36167,42.46168,13.56326,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Tisteadile,European_Badger,71,30,Tropical Rainforest,5.08329,523.621,10.16658,523.621,44.40961,592,622.5459,85.94845,47.39025,85.84829,71.33548,87.27016,28.79211,10.55311,20.55756,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
Gleebytite,American_Badger,62,31,Tropical Rainforest,4.091074,531.705,8.182148,531.705,142.115,592,1122.224,234.6074,53.79465,87.23653,126.6369,88.61749,22.11264,9.623744,30.08862,1.490116E-08,0.4,-0.09999999,0.1,0.5,0,1.490116E-08,0,0.1,-0.09999999
Trotedite,American_Badger,5,33,Tropical Rainforest,9.414762,747.5397,18.82952,747.5397,77.4002,588,982.0024,417.1488,241.6236,28.47656,78.81875,124.59,43.77493,19.12419,81.56224,0.2,-0.09999999,-0.09999999,0.5,0.4,0,1.490116E-08,0.1,1.490116E-08,-0.09999999
Blaerficite,Honey_Badger,73,18,Tropical Rainforest,6.433,408.6508,12.866,408.6508,53.12337,587,601.5107,338.4992,51.33065,159.1072,88.31658,68.10847,29.27048,6.421872,60.11076,0,-0.09999999,0.1,0.7,0.3,0,1.490116E-08,0,0,-0.09999999
Spekodile,European_Badger,58,23,Tropical Rainforest,5.316078,417.5345,10.63216,417.5345,54.27822,586,614.587,310.5497,51.33065,119.6475,88.31658,69.58909,29.27048,6.980296,60.11076,0,1.490116E-08,0,0.5,0.4,-0.09999999,1.490116E-08,0.1,0,1.490116E-08
Spekodile,European_Badger,70,21,Tropical Rainforest,5.316078,417.5345,10.63216,417.5345,54.27822,585,614.587,310.5497,51.33065,119.6475,88.31658,69.58909,29.27048,6.980296,60.11076,0,1.490116E-08,0,0.5,0.4,-0.09999999,1.490116E-08,0.1,0,1.490116E-08
Chuzeasaur,American_Badger,71,28,Tropical Rainforest,8.08162,654.5262,16.16324,654.5262,55.51201,585,778.1823,85.94845,63.97684,107.3104,71.33548,109.0877,35.99014,14.53163,20.55756,0.1,-0.09999999,0.3,0.3,0.5,0,-0.09999999,0,0,-0.09999999
